05:00,21,05:21,06:00,s
05:10,21,05:31,06:00,s
05:21,21,05:42,06:00,s
05:31,21,05:52,06:00,s
06:00,21,06:21,07:00,s
06:10,21,06:31,07:00,s
06:20,21,06:41,07:00,s
06:31,21,06:52,07:00,s
07:00,21,07:21,08:00,s
07:10,21,07:31,08:00,s
07:20,21,07:41,08:00,s
07:31,21,07:52,08:00,s
14:00,23,14:23,14:00,e
15:00,22,15:22,15:00,e
16:00,22,16:22,16:00,e
